#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 02 20 06 00 00 1 2738.644
2022 02 20 05 45 00 1 2738.549
2022 02 20 05 30 00 1 2738.470
2022 02 20 05 15 00 1 2738.403
2022 02 20 05 00 00 1 2738.349
2022 02 20 04 45 00 1 2738.315
2022 02 20 04 30 00 1 2738.299
2022 02 20 04 15 00 1 2738.296
2022 02 20 04 00 00 1 2738.314
2022 02 20 03 45 00 1 2738.351
2022 02 20 03 30 00 1 2738.400
2022 02 20 03 15 00 1 2738.465
2022 02 20 03 00 00 1 2738.547
2022 02 20 02 45 00 1 2738.638
2022 02 20 02 30 00 1 2738.743
2022 02 20 02 15 00 1 2738.855
2022 02 20 02 00 00 1 2738.979
2022 02 20 01 45 00 1 2739.111
2022 02 20 01 30 00 1 2739.242
2022 02 20 01 15 00 1 2739.378
2022 02 20 01 00 00 1 2739.517
2022 02 20 00 45 00 1 2739.648
2022 02 20 00 30 00 1 2739.778
2022 02 20 00 15 00 1 2739.900
2022 02 20 00 00 00 1 2740.020
2022 02 19 23 45 00 1 2740.128
2022 02 19 23 30 00 1 2740.225
2022 02 19 23 15 00 1 2740.305
2022 02 19 23 00 00 1 2740.376
2022 02 19 22 45 00 1 2740.430
2022 02 19 22 30 00 1 2740.466
2022 02 19 22 15 00 1 2740.487
2022 02 19 22 00 00 1 2740.491
2022 02 19 21 45 00 1 2740.482
2022 02 19 21 30 00 1 2740.456
2022 02 19 21 15 00 1 2740.417
2022 02 19 21 00 00 1 2740.367
2022 02 19 20 45 00 1 2740.299
2022 02 19 20 30 00 1 2740.217
2022 02 19 20 15 00 1 2740.131
2022 02 19 20 00 00 1 2740.034
2022 02 19 19 45 00 1 2739.933
2022 02 19 19 30 00 1 2739.820
2022 02 19 19 15 00 1 2739.705
2022 02 19 19 00 00 1 2739.592
2022 02 19 18 45 00 1 2739.478
2022 02 19 18 30 00 1 2739.367
2022 02 19 18 15 00 1 2739.257
2022 02 19 18 00 00 1 2739.157
2022 02 19 17 45 00 1 2739.067
2022 02 19 17 30 00 1 2738.987
2022 02 19 17 15 00 1 2738.917
2022 02 19 17 00 00 1 2738.857
2022 02 19 16 45 00 1 2738.812
2022 02 19 16 30 00 1 2738.781
2022 02 19 16 15 00 1 2738.768
2022 02 19 16 00 00 1 2738.762
2022 02 19 15 45 00 1 2738.776
2022 02 19 15 30 00 1 2738.804
2022 02 19 15 15 00 1 2738.845
2022 02 19 15 00 00 1 2738.901
2022 02 19 14 45 00 1 2738.967
2022 02 19 14 30 00 1 2739.049
2022 02 19 14 15 00 1 2739.139
2022 02 19 14 00 00 1 2739.238
2022 02 19 13 45 00 1 2739.348
2022 02 19 13 30 00 1 2739.457
2022 02 19 13 15 00 1 2739.572
2022 02 19 13 00 00 1 2739.695
2022 02 19 12 45 00 1 2739.808
2022 02 19 12 30 00 1 2739.922
2022 02 19 12 15 00 1 2740.030
2022 02 19 12 00 00 1 2740.128
2022 02 19 11 45 00 1 2740.219
2022 02 19 11 30 00 1 2740.297
2022 02 19 11 15 00 1 2740.368
2022 02 19 11 00 00 1 2740.422
2022 02 19 10 45 00 1 2740.461
2022 02 19 10 30 00 1 2740.481
2022 02 19 10 15 00 1 2740.489
2022 02 19 10 00 00 1 2740.483
2022 02 19 09 45 00 1 2740.456
2022 02 19 09 30 00 1 2740.416
2022 02 19 09 15 00 1 2740.359
2022 02 19 09 00 00 1 2740.283
2022 02 19 08 45 00 1 2740.191
2022 02 19 08 30 00 1 2740.092
2022 02 19 08 15 00 1 2739.983
2022 02 19 08 00 00 1 2739.860
2022 02 19 07 45 00 1 2739.727
2022 02 19 07 30 00 1 2739.592
2022 02 19 07 15 00 1 2739.453
2022 02 19 07 00 00 1 2739.311
2022 02 19 06 45 00 1 2739.169
2022 02 19 06 30 00 1 2739.030
2022 02 19 06 15 00 1 2738.894
2022 02 19 06 00 00 1 2738.765
2022 02 19 05 45 00 1 2738.642
2022 02 19 05 30 00 1 2738.534
2022 02 19 05 15 00 1 2738.437
2022 02 19 05 00 00 1 2738.348
2022 02 19 04 45 00 1 2738.276
2022 02 19 04 30 00 1 2738.224
2022 02 19 04 15 00 1 2738.185
2022 02 19 04 00 00 1 2738.168
2022 02 19 03 45 00 1 2738.168
2022 02 19 03 30 00 1 2738.185
2022 02 19 03 15 00 1 2738.225
2022 02 19 03 00 00 1 2738.274
2022 02 19 02 45 00 1 2738.344
2022 02 19 02 30 00 1 2738.420
2022 02 19 02 15 00 1 2738.521
2022 02 19 02 00 00 1 2738.633
2022 02 19 01 45 00 1 2738.752
2022 02 19 01 30 00 1 2738.880
2022 02 19 01 15 00 1 2739.012
2022 02 19 01 00 00 1 2739.158
2022 02 19 00 45 00 1 2739.307
2022 02 19 00 30 00 1 2739.453
2022 02 19 00 15 00 1 2739.599
2022 02 19 00 00 00 1 2739.749
2022 02 18 23 45 00 1 2739.884
2022 02 18 23 30 00 1 2740.016
2022 02 18 23 15 00 1 2740.131
2022 02 18 23 00 00 1 2740.244
2022 02 18 22 45 00 1 2740.338
2022 02 18 22 30 00 1 2740.420
2022 02 18 22 15 00 1 2740.489
2022 02 18 22 00 00 1 2740.545
2022 02 18 21 45 00 1 2740.581
2022 02 18 21 30 00 1 2740.593
2022 02 18 21 15 00 1 2740.600
2022 02 18 21 00 00 1 2740.586
2022 02 18 20 45 00 1 2740.559
2022 02 18 20 30 00 1 2740.517
2022 02 18 20 15 00 1 2740.459
2022 02 18 20 00 00 1 2740.387
2022 02 18 19 45 00 1 2740.307
2022 02 18 19 30 00 1 2740.217
2022 02 18 19 15 00 1 2740.117
2022 02 18 19 00 00 1 2740.008
2022 02 18 18 45 00 1 2739.901
2022 02 18 18 30 00 1 2739.785
2022 02 18 18 15 00 1 2739.673
2022 02 18 18 00 00 1 2739.561
2022 02 18 17 45 00 1 2739.450
2022 02 18 17 30 00 1 2739.345
2022 02 18 17 15 00 1 2739.246
2022 02 18 17 00 00 1 2739.159
2022 02 18 16 45 00 1 2739.076
2022 02 18 16 30 00 1 2739.013
2022 02 18 16 15 00 1 2738.957
2022 02 18 16 00 00 1 2738.917
2022 02 18 15 45 00 1 2738.886
2022 02 18 15 30 00 1 2738.872
2022 02 18 15 15 00 1 2738.874
2022 02 18 15 00 00 1 2738.892
2022 02 18 14 45 00 1 2738.924
2022 02 18 14 30 00 1 2738.967
2022 02 18 14 15 00 1 2739.028
2022 02 18 14 00 00 1 2739.096
2022 02 18 13 45 00 1 2739.174
2022 02 18 13 30 00 1 2739.262
2022 02 18 13 15 00 1 2739.358
2022 02 18 13 00 00 1 2739.461
2022 02 18 12 45 00 1 2739.565
2022 02 18 12 30 00 1 2739.671
2022 02 18 12 15 00 1 2739.778
2022 02 18 12 00 00 1 2739.879
2022 02 18 11 45 00 1 2739.980
2022 02 18 11 30 00 1 2740.071
2022 02 18 11 15 00 1 2740.153
2022 02 18 11 00 00 1 2740.228
2022 02 18 10 45 00 1 2740.286
2022 02 18 10 30 00 1 2740.345
2022 02 18 10 15 00 1 2740.380
2022 02 18 10 00 00 1 2740.400
2022 02 18 09 45 00 1 2740.401
2022 02 18 09 30 00 1 2740.398
2022 02 18 09 15 00 1 2740.373
2022 02 18 09 00 00 1 2740.327
2022 02 18 08 45 00 1 2740.273
2022 02 18 08 30 00 1 2740.199
2022 02 18 08 15 00 1 2740.111
2022 02 18 08 00 00 1 2740.011
2022 02 18 07 45 00 1 2739.901
2022 02 18 07 30 00 1 2739.783
2022 02 18 07 15 00 1 2739.653
2022 02 18 07 00 00 1 2739.522
2022 02 18 06 45 00 1 2739.384
2022 02 18 06 30 00 1 2739.243
2022 02 18 06 15 00 1 2739.098
2022 02 18 06 00 00 1 2738.962
2022 02 18 05 45 00 1 2738.825
2022 02 18 05 30 00 1 2738.696
2022 02 18 05 15 00 1 2738.571
2022 02 18 05 00 00 1 2738.460
2022 02 18 04 45 00 1 2738.360
2022 02 18 04 30 00 1 2738.267
2022 02 18 04 15 00 1 2738.192
2022 02 18 04 00 00 1 2738.137
2022 02 18 03 45 00 1 2738.097
2022 02 18 03 30 00 1 2738.080
2022 02 18 03 15 00 1 2738.078
2022 02 18 03 00 00 1 2738.095
2022 02 18 02 45 00 1 2738.129
2022 02 18 02 30 00 1 2738.177
2022 02 18 02 15 00 1 2738.247
2022 02 18 02 00 00 1 2738.328
2022 02 18 01 45 00 1 2738.423
2022 02 18 01 30 00 1 2738.537
2022 02 18 01 15 00 1 2738.654
2022 02 18 01 00 00 1 2738.786
2022 02 18 00 45 00 1 2738.928
2022 02 18 00 30 00 1 2739.076
2022 02 18 00 15 00 1 2739.217
2022 02 18 00 00 00 1 2739.372
2022 02 17 23 45 00 1 2739.521
2022 02 17 23 30 00 1 2739.668
2022 02 17 23 15 00 1 2739.812
2022 02 17 23 00 00 1 2739.955
2022 02 17 22 45 00 1 2740.077
2022 02 17 22 30 00 1 2740.205
2022 02 17 22 15 00 1 2740.316
2022 02 17 22 00 00 1 2740.402
2022 02 17 21 45 00 1 2740.483
2022 02 17 21 30 00 1 2740.544
2022 02 17 21 15 00 1 2740.589
2022 02 17 21 00 00 1 2740.635
2022 02 17 20 45 00 1 2740.640
2022 02 17 20 30 00 1 2740.646
2022 02 17 20 15 00 1 2740.625
2022 02 17 20 00 00 1 2740.593
2022 02 17 19 45 00 1 2740.543
2022 02 17 19 30 00 1 2740.487
2022 02 17 19 15 00 1 2740.414
2022 02 17 19 00 00 1 2740.329
2022 02 17 18 45 00 1 2740.240
2022 02 17 18 30 00 1 2740.141
2022 02 17 18 15 00 1 2740.038
2022 02 17 18 00 00 1 2739.929
2022 02 17 17 45 00 1 2739.821
2022 02 17 17 30 00 1 2739.712
2022 02 17 17 15 00 1 2739.601
2022 02 17 17 00 00 1 2739.498
2022 02 17 16 45 00 1 2739.403
2022 02 17 16 30 00 1 2739.312
2022 02 17 16 15 00 1 2739.231
2022 02 17 16 00 00 1 2739.153
2022 02 17 15 45 00 1 2739.090
2022 02 17 15 30 00 1 2739.046
2022 02 17 15 15 00 1 2739.015
2022 02 17 15 00 00 1 2738.983
2022 02 17 14 45 00 1 2738.979
2022 02 17 14 30 00 1 2738.988
2022 02 17 14 15 00 1 2739.005
2022 02 17 14 00 00 1 2739.039
2022 02 17 13 45 00 1 2739.083
2022 02 17 13 30 00 1 2739.142
2022 02 17 13 15 00 1 2739.210
2022 02 17 13 00 00 1 2739.296
2022 02 17 12 45 00 1 2739.377
2022 02 17 12 30 00 1 2739.469
2022 02 17 12 15 00 1 2739.563
2022 02 17 12 00 00 1 2739.652
2022 02 17 11 45 00 1 2739.750
2022 02 17 11 30 00 1 2739.843
2022 02 17 11 15 00 1 2739.923
2022 02 17 11 00 00 1 2740.021
2022 02 17 10 45 00 1 2740.093
2022 02 17 10 30 00 1 2740.165
2022 02 17 10 15 00 1 2740.217
2022 02 17 10 00 00 1 2740.261
2022 02 17 09 45 00 1 2740.297
2022 02 17 09 30 00 1 2740.318
2022 02 17 09 15 00 1 2740.318
2022 02 17 09 00 00 1 2740.306
2022 02 17 08 45 00 1 2740.281
2022 02 17 08 30 00 1 2740.233
2022 02 17 08 15 00 1 2740.167
2022 02 17 08 00 00 1 2740.100
2022 02 17 07 45 00 1 2740.024
2022 02 17 07 30 00 1 2739.920
2022 02 17 07 15 00 1 2739.814
2022 02 17 07 00 00 1 2739.692
2022 02 17 06 45 00 1 2739.573
2022 02 17 06 30 00 1 2739.443
2022 02 17 06 15 00 1 2739.315
2022 02 17 06 00 00 1 2739.176
