#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 02 20 06 00 00 1 4742.528
2022 02 20 05 45 00 1 4742.576
2022 02 20 05 30 00 1 4742.630
2022 02 20 05 15 00 1 4742.695
2022 02 20 05 00 00 1 4742.760
2022 02 20 04 45 00 1 4742.832
2022 02 20 04 30 00 1 4742.909
2022 02 20 04 15 00 1 4742.988
2022 02 20 04 00 00 1 4743.069
2022 02 20 03 45 00 1 4743.148
2022 02 20 03 30 00 1 4743.233
2022 02 20 03 15 00 1 4743.311
2022 02 20 03 00 00 1 4743.384
2022 02 20 02 45 00 1 4743.455
2022 02 20 02 30 00 1 4743.518
2022 02 20 02 15 00 1 4743.574
2022 02 20 02 00 00 1 4743.623
2022 02 20 01 45 00 1 4743.662
2022 02 20 01 30 00 1 4743.697
2022 02 20 01 15 00 1 4743.722
2022 02 20 01 00 00 1 4743.741
2022 02 20 00 45 00 1 4743.751
2022 02 20 00 30 00 1 4743.752
2022 02 20 00 15 00 1 4743.741
2022 02 20 00 00 00 1 4743.722
2022 02 19 23 45 00 1 4743.698
2022 02 19 23 30 00 1 4743.664
2022 02 19 23 15 00 1 4743.623
2022 02 19 23 00 00 1 4743.576
2022 02 19 22 45 00 1 4743.524
2022 02 19 22 30 00 1 4743.466
2022 02 19 22 15 00 1 4743.404
2022 02 19 22 00 00 1 4743.337
2022 02 19 21 45 00 1 4743.272
2022 02 19 21 30 00 1 4743.207
2022 02 19 21 15 00 1 4743.142
2022 02 19 21 00 00 1 4743.081
2022 02 19 20 45 00 1 4743.024
2022 02 19 20 30 00 1 4742.973
2022 02 19 20 15 00 1 4742.927
2022 02 19 20 00 00 1 4742.889
2022 02 19 19 45 00 1 4742.857
2022 02 19 19 30 00 1 4742.833
2022 02 19 19 15 00 1 4742.814
2022 02 19 19 00 00 1 4742.804
2022 02 19 18 45 00 1 4742.802
2022 02 19 18 30 00 1 4742.806
2022 02 19 18 15 00 1 4742.824
2022 02 19 18 00 00 1 4742.844
2022 02 19 17 45 00 1 4742.874
2022 02 19 17 30 00 1 4742.914
2022 02 19 17 15 00 1 4742.960
2022 02 19 17 00 00 1 4743.013
2022 02 19 16 45 00 1 4743.069
2022 02 19 16 30 00 1 4743.129
2022 02 19 16 15 00 1 4743.191
2022 02 19 16 00 00 1 4743.252
2022 02 19 15 45 00 1 4743.313
2022 02 19 15 30 00 1 4743.371
2022 02 19 15 15 00 1 4743.427
2022 02 19 15 00 00 1 4743.480
2022 02 19 14 45 00 1 4743.527
2022 02 19 14 30 00 1 4743.574
2022 02 19 14 15 00 1 4743.613
2022 02 19 14 00 00 1 4743.647
2022 02 19 13 45 00 1 4743.671
2022 02 19 13 30 00 1 4743.691
2022 02 19 13 15 00 1 4743.697
2022 02 19 13 00 00 1 4743.699
2022 02 19 12 45 00 1 4743.686
2022 02 19 12 30 00 1 4743.663
2022 02 19 12 15 00 1 4743.634
2022 02 19 12 00 00 1 4743.595
2022 02 19 11 45 00 1 4743.548
2022 02 19 11 30 00 1 4743.491
2022 02 19 11 15 00 1 4743.426
2022 02 19 11 00 00 1 4743.357
2022 02 19 10 45 00 1 4743.280
2022 02 19 10 30 00 1 4743.201
2022 02 19 10 15 00 1 4743.119
2022 02 19 10 00 00 1 4743.038
2022 02 19 09 45 00 1 4742.952
2022 02 19 09 30 00 1 4742.870
2022 02 19 09 15 00 1 4742.786
2022 02 19 09 00 00 1 4742.705
2022 02 19 08 45 00 1 4742.631
2022 02 19 08 30 00 1 4742.559
2022 02 19 08 15 00 1 4742.493
2022 02 19 08 00 00 1 4742.436
2022 02 19 07 45 00 1 4742.389
2022 02 19 07 30 00 1 4742.348
2022 02 19 07 15 00 1 4742.320
2022 02 19 07 00 00 1 4742.301
2022 02 19 06 45 00 1 4742.293
2022 02 19 06 30 00 1 4742.297
2022 02 19 06 15 00 1 4742.312
2022 02 19 06 00 00 1 4742.338
2022 02 19 05 45 00 1 4742.375
2022 02 19 05 30 00 1 4742.420
2022 02 19 05 15 00 1 4742.475
2022 02 19 05 00 00 1 4742.534
2022 02 19 04 45 00 1 4742.603
2022 02 19 04 30 00 1 4742.677
2022 02 19 04 15 00 1 4742.761
2022 02 19 04 00 00 1 4742.848
