#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 02 20 06 00 00 1 4952.188
2022 02 20 05 45 00 1 4952.129
2022 02 20 05 30 00 1 4952.062
2022 02 20 05 15 00 1 4951.990
2022 02 20 05 00 00 1 4951.914
2022 02 20 04 45 00 1 4951.832
2022 02 20 04 30 00 1 4951.748
2022 02 20 04 15 00 1 4951.665
2022 02 20 04 00 00 1 4951.583
2022 02 20 03 45 00 1 4951.506
2022 02 20 03 30 00 1 4951.431
2022 02 20 03 15 00 1 4951.362
2022 02 20 03 00 00 1 4951.294
2022 02 20 02 45 00 1 4951.234
2022 02 20 02 30 00 1 4951.178
2022 02 20 02 15 00 1 4951.134
2022 02 20 02 00 00 1 4951.099
2022 02 20 01 45 00 1 4951.072
2022 02 20 01 30 00 1 4951.057
2022 02 20 01 15 00 1 4951.054
2022 02 20 01 00 00 1 4951.060
2022 02 20 00 45 00 1 4951.076
2022 02 20 00 30 00 1 4951.102
2022 02 20 00 15 00 1 4951.138
2022 02 20 00 00 00 1 4951.183
2022 02 19 23 45 00 1 4951.235
2022 02 19 23 30 00 1 4951.295
2022 02 19 23 15 00 1 4951.365
2022 02 19 23 00 00 1 4951.441
2022 02 19 22 45 00 1 4951.521
2022 02 19 22 30 00 1 4951.600
2022 02 19 22 15 00 1 4951.681
2022 02 19 22 00 00 1 4951.764
2022 02 19 21 45 00 1 4951.846
2022 02 19 21 30 00 1 4951.926
2022 02 19 21 15 00 1 4952.003
2022 02 19 21 00 00 1 4952.073
2022 02 19 20 45 00 1 4952.139
2022 02 19 20 30 00 1 4952.196
2022 02 19 20 15 00 1 4952.245
2022 02 19 20 00 00 1 4952.286
2022 02 19 19 45 00 1 4952.316
2022 02 19 19 30 00 1 4952.334
2022 02 19 19 15 00 1 4952.342
2022 02 19 19 00 00 1 4952.340
2022 02 19 18 45 00 1 4952.326
2022 02 19 18 30 00 1 4952.302
2022 02 19 18 15 00 1 4952.270
2022 02 19 18 00 00 1 4952.226
2022 02 19 17 45 00 1 4952.174
2022 02 19 17 30 00 1 4952.114
2022 02 19 17 15 00 1 4952.045
2022 02 19 17 00 00 1 4951.969
2022 02 19 16 45 00 1 4951.889
2022 02 19 16 30 00 1 4951.806
2022 02 19 16 15 00 1 4951.717
2022 02 19 16 00 00 1 4951.627
2022 02 19 15 45 00 1 4951.540
2022 02 19 15 30 00 1 4951.456
2022 02 19 15 15 00 1 4951.374
2022 02 19 15 00 00 1 4951.299
2022 02 19 14 45 00 1 4951.230
2022 02 19 14 30 00 1 4951.168
2022 02 19 14 15 00 1 4951.116
2022 02 19 14 00 00 1 4951.070
2022 02 19 13 45 00 1 4951.036
2022 02 19 13 30 00 1 4951.011
2022 02 19 13 15 00 1 4950.998
2022 02 19 13 00 00 1 4950.996
2022 02 19 12 45 00 1 4951.008
2022 02 19 12 30 00 1 4951.027
2022 02 19 12 15 00 1 4951.059
2022 02 19 12 00 00 1 4951.104
2022 02 19 11 45 00 1 4951.156
2022 02 19 11 30 00 1 4951.220
2022 02 19 11 15 00 1 4951.288
2022 02 19 11 00 00 1 4951.366
2022 02 19 10 45 00 1 4951.448
2022 02 19 10 30 00 1 4951.533
2022 02 19 10 15 00 1 4951.617
2022 02 19 10 00 00 1 4951.708
2022 02 19 09 45 00 1 4951.796
2022 02 19 09 30 00 1 4951.883
2022 02 19 09 15 00 1 4951.967
2022 02 19 09 00 00 1 4952.046
2022 02 19 08 45 00 1 4952.122
2022 02 19 08 30 00 1 4952.190
2022 02 19 08 15 00 1 4952.253
2022 02 19 08 00 00 1 4952.306
2022 02 19 07 45 00 1 4952.350
2022 02 19 07 30 00 1 4952.384
2022 02 19 07 15 00 1 4952.411
2022 02 19 07 00 00 1 4952.427
2022 02 19 06 45 00 1 4952.433
2022 02 19 06 30 00 1 4952.424
