#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 02 20 06 00 00 1 5659.902
2022 02 20 05 45 00 1 5659.999
2022 02 20 05 30 00 1 5660.082
2022 02 20 05 15 00 1 5660.145
2022 02 20 05 00 00 1 5660.184
2022 02 20 04 45 00 1 5660.208
2022 02 20 04 30 00 1 5660.210
2022 02 20 04 15 00 1 5660.189
2022 02 20 04 00 00 1 5660.146
2022 02 20 03 45 00 1 5660.081
2022 02 20 03 30 00 1 5659.996
2022 02 20 03 15 00 1 5659.891
2022 02 20 03 00 00 1 5659.767
2022 02 20 02 45 00 1 5659.630
2022 02 20 02 30 00 1 5659.479
2022 02 20 02 15 00 1 5659.322
2022 02 20 02 00 00 1 5659.154
2022 02 20 01 45 00 1 5658.985
2022 02 20 01 30 00 1 5658.813
2022 02 20 01 15 00 1 5658.638
2022 02 20 01 00 00 1 5658.468
2022 02 20 00 45 00 1 5658.302
2022 02 20 00 30 00 1 5658.144
2022 02 20 00 15 00 1 5657.999
2022 02 20 00 00 00 1 5657.866
2022 02 19 23 45 00 1 5657.747
2022 02 19 23 30 00 1 5657.645
2022 02 19 23 15 00 1 5657.567
2022 02 19 23 00 00 1 5657.504
2022 02 19 22 45 00 1 5657.466
2022 02 19 22 30 00 1 5657.451
2022 02 19 22 15 00 1 5657.459
2022 02 19 22 00 00 1 5657.488
2022 02 19 21 45 00 1 5657.538
2022 02 19 21 30 00 1 5657.609
2022 02 19 21 15 00 1 5657.703
2022 02 19 21 00 00 1 5657.816
2022 02 19 20 45 00 1 5657.942
2022 02 19 20 30 00 1 5658.081
2022 02 19 20 15 00 1 5658.235
2022 02 19 20 00 00 1 5658.399
2022 02 19 19 45 00 1 5658.570
2022 02 19 19 30 00 1 5658.744
2022 02 19 19 15 00 1 5658.918
2022 02 19 19 00 00 1 5659.090
2022 02 19 18 45 00 1 5659.259
2022 02 19 18 30 00 1 5659.421
2022 02 19 18 15 00 1 5659.574
2022 02 19 18 00 00 1 5659.716
2022 02 19 17 45 00 1 5659.843
2022 02 19 17 30 00 1 5659.954
2022 02 19 17 15 00 1 5660.049
2022 02 19 17 00 00 1 5660.126
2022 02 19 16 45 00 1 5660.185
2022 02 19 16 30 00 1 5660.224
2022 02 19 16 15 00 1 5660.243
2022 02 19 16 00 00 1 5660.239
2022 02 19 15 45 00 1 5660.214
2022 02 19 15 30 00 1 5660.166
2022 02 19 15 15 00 1 5660.098
2022 02 19 15 00 00 1 5660.010
2022 02 19 14 45 00 1 5659.907
2022 02 19 14 30 00 1 5659.787
2022 02 19 14 15 00 1 5659.652
2022 02 19 14 00 00 1 5659.508
2022 02 19 13 45 00 1 5659.355
2022 02 19 13 30 00 1 5659.199
2022 02 19 13 15 00 1 5659.036
2022 02 19 13 00 00 1 5658.874
2022 02 19 12 45 00 1 5658.716
2022 02 19 12 30 00 1 5658.562
2022 02 19 12 15 00 1 5658.415
2022 02 19 12 00 00 1 5658.276
2022 02 19 11 45 00 1 5658.149
2022 02 19 11 30 00 1 5658.036
2022 02 19 11 15 00 1 5657.940
2022 02 19 11 00 00 1 5657.858
2022 02 19 10 45 00 1 5657.796
2022 02 19 10 30 00 1 5657.755
2022 02 19 10 15 00 1 5657.735
2022 02 19 10 00 00 1 5657.736
2022 02 19 09 45 00 1 5657.755
2022 02 19 09 30 00 1 5657.798
2022 02 19 09 15 00 1 5657.859
2022 02 19 09 00 00 1 5657.941
2022 02 19 08 45 00 1 5658.038
2022 02 19 08 30 00 1 5658.150
2022 02 19 08 15 00 1 5658.278
2022 02 19 08 00 00 1 5658.418
2022 02 19 07 45 00 1 5658.568
2022 02 19 07 30 00 1 5658.721
2022 02 19 07 15 00 1 5658.879
2022 02 19 07 00 00 1 5659.036
2022 02 19 06 45 00 1 5659.192
2022 02 19 06 30 00 1 5659.340
2022 02 19 06 15 00 1 5659.484
2022 02 19 06 00 00 1 5659.614
2022 02 19 05 45 00 1 5659.736
2022 02 19 05 30 00 1 5659.840
2022 02 19 05 15 00 1 5659.932
2022 02 19 05 00 00 1 5660.004
2022 02 19 04 45 00 1 5660.059
2022 02 19 04 30 00 1 5660.094
2022 02 19 04 15 00 1 5660.111
2022 02 19 04 00 00 1 5660.106
2022 02 19 03 45 00 1 5660.077
2022 02 19 03 30 00 1 5660.030
2022 02 19 03 15 00 1 5659.961
2022 02 19 03 00 00 1 5659.872
2022 02 19 02 45 00 1 5659.765
2022 02 19 02 30 00 1 5659.640
2022 02 19 02 15 00 1 5659.505
2022 02 19 02 00 00 1 5659.355
2022 02 19 01 45 00 1 5659.200
