#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 02 20 06 00 00 1 4234.046
2022 02 20 05 45 00 1 4234.102
2022 02 20 05 30 00 1 4234.152
2022 02 20 05 15 00 1 4234.196
2022 02 20 05 00 00 1 4234.238
2022 02 20 04 45 00 1 4234.269
2022 02 20 04 30 00 1 4234.298
2022 02 20 04 15 00 1 4234.318
2022 02 20 04 00 00 1 4234.331
2022 02 20 03 45 00 1 4234.342
2022 02 20 03 30 00 1 4234.343
2022 02 20 03 15 00 1 4234.336
2022 02 20 03 00 00 1 4234.321
2022 02 20 02 45 00 1 4234.298
2022 02 20 02 30 00 1 4234.270
2022 02 20 02 15 00 1 4234.234
2022 02 20 02 00 00 1 4234.195
2022 02 20 01 45 00 1 4234.151
2022 02 20 01 30 00 1 4234.102
2022 02 20 01 15 00 1 4234.051
2022 02 20 01 00 00 1 4233.998
2022 02 20 00 45 00 1 4233.939
2022 02 20 00 30 00 1 4233.882
2022 02 20 00 15 00 1 4233.825
2022 02 20 00 00 00 1 4233.769
2022 02 19 23 45 00 1 4233.711
2022 02 19 23 30 00 1 4233.660
2022 02 19 23 15 00 1 4233.610
2022 02 19 23 00 00 1 4233.562
2022 02 19 22 45 00 1 4233.522
2022 02 19 22 30 00 1 4233.486
2022 02 19 22 15 00 1 4233.456
2022 02 19 22 00 00 1 4233.434
2022 02 19 21 45 00 1 4233.413
2022 02 19 21 30 00 1 4233.401
2022 02 19 21 15 00 1 4233.396
2022 02 19 21 00 00 1 4233.398
2022 02 19 20 45 00 1 4233.407
2022 02 19 20 30 00 1 4233.423
2022 02 19 20 15 00 1 4233.448
2022 02 19 20 00 00 1 4233.480
2022 02 19 19 45 00 1 4233.515
2022 02 19 19 30 00 1 4233.548
2022 02 19 19 15 00 1 4233.588
2022 02 19 19 00 00 1 4233.632
2022 02 19 18 45 00 1 4233.681
2022 02 19 18 30 00 1 4233.727
2022 02 19 18 15 00 1 4233.778
2022 02 19 18 00 00 1 4233.822
2022 02 19 17 45 00 1 4233.868
2022 02 19 17 30 00 1 4233.908
2022 02 19 17 15 00 1 4233.951
2022 02 19 17 00 00 1 4233.985
2022 02 19 16 45 00 1 4234.018
2022 02 19 16 30 00 1 4234.045
2022 02 19 16 15 00 1 4234.066
2022 02 19 16 00 00 1 4234.083
2022 02 19 15 45 00 1 4234.094
2022 02 19 15 30 00 1 4234.098
2022 02 19 15 15 00 1 4234.096
2022 02 19 15 00 00 1 4234.085
2022 02 19 14 45 00 1 4234.068
2022 02 19 14 30 00 1 4234.045
2022 02 19 14 15 00 1 4234.017
2022 02 19 14 00 00 1 4233.986
2022 02 19 13 45 00 1 4233.947
2022 02 19 13 30 00 1 4233.906
2022 02 19 13 15 00 1 4233.858
2022 02 19 13 00 00 1 4233.809
2022 02 19 12 45 00 1 4233.758
2022 02 19 12 30 00 1 4233.704
2022 02 19 12 15 00 1 4233.650
2022 02 19 12 00 00 1 4233.595
2022 02 19 11 45 00 1 4233.549
2022 02 19 11 30 00 1 4233.502
2022 02 19 11 15 00 1 4233.462
2022 02 19 11 00 00 1 4233.425
2022 02 19 10 45 00 1 4233.391
2022 02 19 10 30 00 1 4233.364
2022 02 19 10 15 00 1 4233.344
2022 02 19 10 00 00 1 4233.332
2022 02 19 09 45 00 1 4233.328
2022 02 19 09 30 00 1 4233.328
2022 02 19 09 15 00 1 4233.335
2022 02 19 09 00 00 1 4233.348
2022 02 19 08 45 00 1 4233.371
2022 02 19 08 30 00 1 4233.396
2022 02 19 08 15 00 1 4233.434
2022 02 19 08 00 00 1 4233.473
2022 02 19 07 45 00 1 4233.520
2022 02 19 07 30 00 1 4233.571
2022 02 19 07 15 00 1 4233.630
2022 02 19 07 00 00 1 4233.693
2022 02 19 06 45 00 1 4233.756
2022 02 19 06 30 00 1 4233.824
2022 02 19 06 15 00 1 4233.889
2022 02 19 06 00 00 1 4233.953
2022 02 19 05 45 00 1 4234.014
2022 02 19 05 30 00 1 4234.073
2022 02 19 05 15 00 1 4234.129
2022 02 19 05 00 00 1 4234.183
2022 02 19 04 45 00 1 4234.232
2022 02 19 04 30 00 1 4234.278
2022 02 19 04 15 00 1 4234.316
2022 02 19 04 00 00 1 4234.347
2022 02 19 03 45 00 1 4234.373
2022 02 19 03 30 00 1 4234.393
2022 02 19 03 15 00 1 4234.405
2022 02 19 03 00 00 1 4234.406
2022 02 19 02 45 00 1 4234.401
2022 02 19 02 30 00 1 4234.389
2022 02 19 02 15 00 1 4234.367
2022 02 19 02 00 00 1 4234.343
2022 02 19 01 45 00 1 4234.308
2022 02 19 01 30 00 1 4234.270
2022 02 19 01 15 00 1 4234.224
2022 02 19 01 00 00 1 4234.172
2022 02 19 00 45 00 1 4234.118
2022 02 19 00 30 00 1 4234.057
2022 02 19 00 15 00 1 4233.998
2022 02 19 00 00 00 1 4233.932
2022 02 18 23 45 00 1 4233.869
2022 02 18 23 30 00 1 4233.806
2022 02 18 23 15 00 1 4233.742
2022 02 18 23 00 00 1 4233.684
2022 02 18 22 45 00 1 4233.626
2022 02 18 22 30 00 1 4233.574
2022 02 18 22 15 00 1 4233.526
2022 02 18 22 00 00 1 4233.486
2022 02 18 21 45 00 1 4233.452
2022 02 18 21 30 00 1 4233.424
2022 02 18 21 15 00 1 4233.403
2022 02 18 21 00 00 1 4233.387
2022 02 18 20 45 00 1 4233.382
2022 02 18 20 30 00 1 4233.380
2022 02 18 20 15 00 1 4233.389
2022 02 18 20 00 00 1 4233.402
2022 02 18 19 45 00 1 4233.421
2022 02 18 19 30 00 1 4233.447
2022 02 18 19 15 00 1 4233.473
2022 02 18 19 00 00 1 4233.508
2022 02 18 18 45 00 1 4233.544
2022 02 18 18 30 00 1 4233.587
2022 02 18 18 15 00 1 4233.630
2022 02 18 18 00 00 1 4233.678
2022 02 18 17 45 00 1 4233.728
2022 02 18 17 30 00 1 4233.773
2022 02 18 17 15 00 1 4233.821
2022 02 18 17 00 00 1 4233.865
2022 02 18 16 45 00 1 4233.908
2022 02 18 16 30 00 1 4233.943
2022 02 18 16 15 00 1 4233.974
2022 02 18 16 00 00 1 4234.001
2022 02 18 15 45 00 1 4234.023
2022 02 18 15 30 00 1 4234.042
2022 02 18 15 15 00 1 4234.056
2022 02 18 15 00 00 1 4234.061
2022 02 18 14 45 00 1 4234.062
2022 02 18 14 30 00 1 4234.054
2022 02 18 14 15 00 1 4234.041
2022 02 18 14 00 00 1 4234.019
2022 02 18 13 45 00 1 4233.992
2022 02 18 13 30 00 1 4233.959
2022 02 18 13 15 00 1 4233.924
2022 02 18 13 00 00 1 4233.882
2022 02 18 12 45 00 1 4233.834
2022 02 18 12 30 00 1 4233.784
2022 02 18 12 15 00 1 4233.733
2022 02 18 12 00 00 1 4233.682
2022 02 18 11 45 00 1 4233.627
2022 02 18 11 30 00 1 4233.576
2022 02 18 11 15 00 1 4233.525
2022 02 18 11 00 00 1 4233.478
2022 02 18 10 45 00 1 4233.436
2022 02 18 10 30 00 1 4233.400
2022 02 18 10 15 00 1 4233.371
2022 02 18 10 00 00 1 4233.345
2022 02 18 09 45 00 1 4233.327
2022 02 18 09 30 00 1 4233.314
2022 02 18 09 15 00 1 4233.311
2022 02 18 09 00 00 1 4233.310
2022 02 18 08 45 00 1 4233.316
2022 02 18 08 30 00 1 4233.330
2022 02 18 08 15 00 1 4233.355
2022 02 18 08 00 00 1 4233.386
2022 02 18 07 45 00 1 4233.420
2022 02 18 07 30 00 1 4233.462
2022 02 18 07 15 00 1 4233.508
2022 02 18 07 00 00 1 4233.562
2022 02 18 06 45 00 1 4233.619
2022 02 18 06 30 00 1 4233.679
2022 02 18 06 15 00 1 4233.744
2022 02 18 06 00 00 1 4233.811
2022 02 18 05 45 00 1 4233.876
2022 02 18 05 30 00 1 4233.942
2022 02 18 05 15 00 1 4234.005
2022 02 18 05 00 00 1 4234.068
2022 02 18 04 45 00 1 4234.124
2022 02 18 04 30 00 1 4234.179
