#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 02 20 06 00 00 1 3148.245
2022 02 20 05 45 00 1 3148.244
2022 02 20 05 30 00 1 3148.244
2022 02 20 05 15 00 1 3148.247
2022 02 20 05 00 00 1 3148.246
2022 02 20 04 45 00 1 3148.246
2022 02 20 04 30 00 1 3148.246
2022 02 20 04 15 00 1 3148.247
2022 02 20 04 00 00 1 3148.245
2022 02 20 03 45 00 1 3148.246
2022 02 20 03 30 00 1 3148.244
2022 02 20 03 15 00 1 3148.245
2022 02 20 03 00 00 1 3148.244
2022 02 20 02 45 00 1 3148.244
2022 02 20 02 30 00 1 3148.244
2022 02 20 02 15 00 1 3148.242
2022 02 20 02 00 00 1 3148.241
2022 02 20 01 45 00 1 3148.240
2022 02 20 01 30 00 1 3148.238
2022 02 20 01 15 00 1 3148.234
2022 02 20 01 00 00 1 3148.232
2022 02 20 00 45 00 1 3148.230
2022 02 20 00 30 00 1 3148.230
2022 02 20 00 15 00 1 3148.228
2022 02 20 00 00 00 1 3148.225
2022 02 19 23 45 00 1 3148.224
2022 02 19 23 30 00 1 3148.223
2022 02 19 23 15 00 1 3148.223
2022 02 19 23 00 00 1 3148.222
2022 02 19 22 45 00 1 3148.220
2022 02 19 22 30 00 1 3148.219
2022 02 19 22 15 00 1 3148.219
2022 02 19 22 00 00 1 3148.219
2022 02 19 21 45 00 1 3148.220
2022 02 19 21 30 00 1 3148.220
2022 02 19 21 15 00 1 3148.220
2022 02 19 21 00 00 1 3148.220
2022 02 19 20 45 00 1 3148.220
2022 02 19 20 30 00 1 3148.222
2022 02 19 20 15 00 1 3148.221
2022 02 19 20 00 00 1 3148.221
2022 02 19 19 45 00 1 3148.222
2022 02 19 19 30 00 1 3148.224
2022 02 19 19 15 00 1 3148.225
2022 02 19 19 00 00 1 3148.225
2022 02 19 18 45 00 1 3148.226
2022 02 19 18 30 00 1 3148.227
2022 02 19 18 15 00 1 3148.225
2022 02 19 18 00 00 1 3148.225
2022 02 19 17 45 00 1 3148.226
2022 02 19 17 30 00 1 3148.226
2022 02 19 17 15 00 1 3148.226
2022 02 19 17 00 00 1 3148.225
2022 02 19 16 45 00 1 3148.224
2022 02 19 16 30 00 1 3148.223
2022 02 19 16 15 00 1 3148.224
2022 02 19 16 00 00 1 3148.223
2022 02 19 15 45 00 1 3148.220
2022 02 19 15 30 00 1 3148.220
2022 02 19 15 15 00 1 3148.219
2022 02 19 15 00 00 1 3148.219
2022 02 19 14 45 00 1 3148.217
2022 02 19 14 30 00 1 3148.218
