#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 02 20 06 00 00 1 4014.506
2022 02 20 05 45 00 1 4014.565
2022 02 20 05 30 00 1 4014.627
2022 02 20 05 15 00 1 4014.693
2022 02 20 05 00 00 1 4014.762
2022 02 20 04 45 00 1 4014.823
2022 02 20 04 30 00 1 4014.887
2022 02 20 04 15 00 1 4014.946
2022 02 20 04 00 00 1 4014.999
2022 02 20 03 45 00 1 4015.048
2022 02 20 03 30 00 1 4015.091
2022 02 20 03 15 00 1 4015.124
2022 02 20 03 00 00 1 4015.155
2022 02 20 02 45 00 1 4015.176
2022 02 20 02 30 00 1 4015.191
2022 02 20 02 15 00 1 4015.196
2022 02 20 02 00 00 1 4015.195
2022 02 20 01 45 00 1 4015.183
2022 02 20 01 30 00 1 4015.163
2022 02 20 01 15 00 1 4015.134
2022 02 20 01 00 00 1 4015.100
2022 02 20 00 45 00 1 4015.058
2022 02 20 00 30 00 1 4015.011
2022 02 20 00 15 00 1 4014.960
2022 02 19 15 00 00 1 4015.087
2022 02 19 14 45 00 1 4015.122
2022 02 19 14 30 00 1 4015.154
2022 02 19 14 15 00 1 4015.174
2022 02 19 14 00 00 1 4015.191
2022 02 19 13 45 00 1 4015.198
2022 02 19 13 30 00 1 4015.194
2022 02 19 13 15 00 1 4015.180
2022 02 19 13 00 00 1 4015.162
2022 02 19 12 45 00 1 4015.136
2022 02 19 12 30 00 1 4015.100
2022 02 19 12 15 00 1 4015.056
2022 02 19 12 00 00 1 4015.002
2022 02 19 11 45 00 1 4014.946
2022 02 19 11 30 00 1 4014.880
2022 02 19 11 15 00 1 4014.817
2022 02 19 11 00 00 1 4014.751
2022 02 19 10 45 00 1 4014.684
2022 02 19 10 30 00 1 4014.613
2022 02 19 10 15 00 1 4014.549
2022 02 19 09 00 00 1 4014.258
2022 02 19 08 45 00 1 4014.214
2022 02 19 08 30 00 1 4014.180
2022 02 19 08 15 00 1 4014.152
2022 02 19 08 00 00 1 4014.138
2022 02 19 07 45 00 1 4014.136
2022 02 19 07 30 00 1 4014.142
2022 02 19 07 15 00 1 4014.155
2022 02 19 07 00 00 1 4014.174
2022 02 19 06 45 00 1 4014.197
2022 02 19 06 30 00 1 4014.232
2022 02 19 06 15 00 1 4014.273
2022 02 19 06 00 00 1 4014.318
2022 02 19 05 45 00 1 4014.367
2022 02 19 05 30 00 1 4014.423
2022 02 19 05 15 00 1 4014.482
2022 02 19 05 00 00 1 4014.542
2022 02 19 04 45 00 1 4014.603
2022 02 19 04 30 00 1 4014.666
2022 02 19 04 15 00 1 4014.735
2022 02 19 04 00 00 1 4014.799
2022 02 19 03 45 00 1 4014.864
2022 02 19 03 30 00 1 4014.921
2022 02 19 03 15 00 1 4014.976
2022 02 19 03 00 00 1 4015.028
2022 02 19 02 45 00 1 4015.072
2022 02 19 02 30 00 1 4015.106
2022 02 19 02 15 00 1 4015.129
2022 02 19 02 00 00 1 4015.150
2022 02 19 01 45 00 1 4015.162
2022 02 19 01 30 00 1 4015.166
2022 02 19 01 15 00 1 4015.162
2022 02 18 11 00 00 1 4014.956
2022 02 18 10 45 00 1 4014.891
2022 02 18 10 30 00 1 4014.819
2022 02 18 10 15 00 1 4014.747
2022 02 18 10 00 00 1 4014.675
2022 02 18 09 45 00 1 4014.603
2022 02 18 09 30 00 1 4014.537
2022 02 18 09 15 00 1 4014.472
2022 02 18 02 00 00 1 4015.035
2022 02 18 01 45 00 1 4015.067
2022 02 18 01 30 00 1 4015.095
2022 02 18 01 15 00 1 4015.110
2022 02 18 01 00 00 1 4015.118
2022 02 18 00 45 00 1 4015.117
2022 02 18 00 30 00 1 4015.107
2022 02 18 00 15 00 1 4015.092
2022 02 17 19 00 00 1 4014.155
2022 02 17 18 45 00 1 4014.154
2022 02 17 18 30 00 1 4014.166
2022 02 17 18 15 00 1 4014.186
2022 02 17 18 00 00 1 4014.214
2022 02 17 17 45 00 1 4014.253
2022 02 17 17 30 00 1 4014.298
2022 02 17 17 15 00 1 4014.349
2022 02 17 17 00 00 1 4014.402
2022 02 17 16 45 00 1 4014.461
2022 02 17 16 30 00 1 4014.524
2022 02 17 16 15 00 1 4014.585
2022 02 17 15 00 00 1 4014.916
2022 02 17 14 45 00 1 4014.976
2022 02 17 14 30 00 1 4015.035
2022 02 17 14 15 00 1 4015.088
2022 02 17 14 00 00 1 4015.137
