#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 02 20 06 00 00 1 5772.748
2022 02 20 05 45 00 1 5772.736
2022 02 20 05 30 00 1 5772.719
2022 02 20 05 15 00 1 5772.699
2022 02 20 05 00 00 1 5772.677
2022 02 20 04 45 00 1 5772.660
2022 02 20 04 30 00 1 5772.637
2022 02 20 04 15 00 1 5772.614
2022 02 20 04 00 00 1 5772.588
2022 02 20 03 45 00 1 5772.565
2022 02 20 03 30 00 1 5772.542
2022 02 20 03 15 00 1 5772.521
2022 02 20 03 00 00 1 5772.502
2022 02 20 02 45 00 1 5772.488
2022 02 20 02 30 00 1 5772.475
2022 02 20 02 15 00 1 5772.466
2022 02 20 02 00 00 1 5772.461
2022 02 20 01 45 00 1 5772.456
2022 02 20 01 30 00 1 5772.454
2022 02 20 01 15 00 1 5772.459
2022 02 20 01 00 00 1 5772.465
2022 02 20 00 45 00 1 5772.471
2022 02 20 00 30 00 1 5772.483
2022 02 20 00 15 00 1 5772.497
2022 02 20 00 00 00 1 5772.511
2022 02 19 23 45 00 1 5772.530
2022 02 19 23 30 00 1 5772.551
2022 02 19 23 15 00 1 5772.576
2022 02 19 23 00 00 1 5772.602
2022 02 19 22 45 00 1 5772.622
2022 02 19 22 30 00 1 5772.653
2022 02 19 22 15 00 1 5772.684
2022 02 19 22 00 00 1 5772.709
2022 02 19 21 45 00 1 5772.736
2022 02 19 21 30 00 1 5772.755
2022 02 19 21 15 00 1 5772.780
2022 02 19 21 00 00 1 5772.797
2022 02 19 20 45 00 1 5772.813
2022 02 19 20 30 00 1 5772.824
2022 02 19 20 15 00 1 5772.833
2022 02 19 20 00 00 1 5772.839
2022 02 19 19 45 00 1 5772.841
2022 02 19 19 30 00 1 5772.840
2022 02 19 19 15 00 1 5772.834
2022 02 19 19 00 00 1 5772.823
2022 02 19 18 45 00 1 5772.806
2022 02 19 18 30 00 1 5772.787
2022 02 19 18 15 00 1 5772.765
2022 02 19 18 00 00 1 5772.736
2022 02 19 17 45 00 1 5772.703
2022 02 19 17 30 00 1 5772.664
2022 02 19 17 15 00 1 5772.626
2022 02 19 17 00 00 1 5772.587
2022 02 19 16 45 00 1 5772.546
2022 02 19 16 30 00 1 5772.502
2022 02 19 16 15 00 1 5772.458
2022 02 19 16 00 00 1 5772.416
2022 02 19 15 45 00 1 5772.375
2022 02 19 15 30 00 1 5772.336
2022 02 19 15 15 00 1 5772.299
2022 02 19 15 00 00 1 5772.263
2022 02 19 14 45 00 1 5772.232
2022 02 19 14 30 00 1 5772.200
2022 02 19 14 15 00 1 5772.173
2022 02 19 14 00 00 1 5772.152
2022 02 19 13 45 00 1 5772.134
2022 02 19 13 30 00 1 5772.119
2022 02 19 13 15 00 1 5772.107
2022 02 19 13 00 00 1 5772.099
2022 02 19 12 45 00 1 5772.096
2022 02 19 12 30 00 1 5772.102
2022 02 19 12 15 00 1 5772.111
2022 02 19 12 00 00 1 5772.122
2022 02 19 11 45 00 1 5772.139
2022 02 19 11 30 00 1 5772.162
2022 02 19 11 15 00 1 5772.187
2022 02 19 11 00 00 1 5772.215
2022 02 19 10 45 00 1 5772.245
2022 02 19 10 30 00 1 5772.277
2022 02 19 10 15 00 1 5772.309
2022 02 19 10 00 00 1 5772.348
2022 02 19 09 45 00 1 5772.387
2022 02 19 09 30 00 1 5772.426
2022 02 19 09 15 00 1 5772.465
2022 02 19 09 00 00 1 5772.503
2022 02 19 08 45 00 1 5772.543
2022 02 19 08 30 00 1 5772.580
2022 02 19 08 15 00 1 5772.614
2022 02 19 08 00 00 1 5772.647
2022 02 19 07 45 00 1 5772.674
2022 02 19 07 30 00 1 5772.698
2022 02 19 07 15 00 1 5772.722
2022 02 19 07 00 00 1 5772.740
2022 02 19 06 45 00 1 5772.756
2022 02 19 06 30 00 1 5772.765
2022 02 19 06 15 00 1 5772.773
2022 02 19 06 00 00 1 5772.777
2022 02 19 05 45 00 1 5772.776
2022 02 19 05 30 00 1 5772.774
2022 02 19 05 15 00 1 5772.768
2022 02 19 05 00 00 1 5772.762
2022 02 19 04 45 00 1 5772.752
2022 02 19 04 30 00 1 5772.740
2022 02 19 04 15 00 1 5772.726
2022 02 19 04 00 00 1 5772.709
2022 02 19 03 45 00 1 5772.692
2022 02 19 03 30 00 1 5772.679
2022 02 19 03 15 00 1 5772.663
2022 02 19 03 00 00 1 5772.650
2022 02 19 02 45 00 1 5772.638
2022 02 19 02 30 00 1 5772.624
2022 02 19 02 15 00 1 5772.615
2022 02 19 02 00 00 1 5772.606
2022 02 19 01 45 00 1 5772.600
2022 02 19 01 30 00 1 5772.597
2022 02 19 01 15 00 1 5772.594
2022 02 19 01 00 00 1 5772.594
2022 02 19 00 45 00 1 5772.596
2022 02 19 00 30 00 1 5772.598
2022 02 19 00 15 00 1 5772.605
2022 02 19 00 00 00 1 5772.612
2022 02 18 23 45 00 1 5772.625
2022 02 18 23 30 00 1 5772.639
2022 02 18 23 15 00 1 5772.654
2022 02 18 23 00 00 1 5772.674
2022 02 18 22 45 00 1 5772.696
2022 02 18 22 30 00 1 5772.718
2022 02 18 22 15 00 1 5772.737
2022 02 18 22 00 00 1 5772.758
2022 02 18 21 45 00 1 5772.780
2022 02 18 21 30 00 1 5772.800
2022 02 18 21 15 00 1 5772.815
