#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 02 20 06 00 00 1 4737.470
2022 02 20 05 45 00 1 4737.488
2022 02 20 05 30 00 1 4737.504
2022 02 20 05 15 00 1 4737.517
2022 02 20 05 00 00 1 4737.530
2022 02 20 04 45 00 1 4737.538
2022 02 20 04 30 00 1 4737.543
2022 02 20 04 15 00 1 4737.543
2022 02 20 04 00 00 1 4737.542
2022 02 20 03 45 00 1 4737.535
2022 02 20 03 30 00 1 4737.523
2022 02 20 03 15 00 1 4737.505
2022 02 20 03 00 00 1 4737.485
2022 02 20 02 45 00 1 4737.466
2022 02 20 02 30 00 1 4737.441
2022 02 20 02 15 00 1 4737.413
2022 02 20 02 00 00 1 4737.383
2022 02 20 01 45 00 1 4737.351
2022 02 20 01 30 00 1 4737.320
2022 02 20 01 15 00 1 4737.290
2022 02 20 01 00 00 1 4737.261
2022 02 20 00 45 00 1 4737.227
2022 02 20 00 30 00 1 4737.202
2022 02 20 00 15 00 1 4737.176
2022 02 20 00 00 00 1 4737.150
2022 02 19 23 45 00 1 4737.126
2022 02 19 23 30 00 1 4737.105
2022 02 19 23 15 00 1 4737.085
2022 02 19 23 00 00 1 4737.071
2022 02 19 22 45 00 1 4737.066
2022 02 19 22 30 00 1 4737.060
2022 02 19 22 15 00 1 4737.061
2022 02 19 22 00 00 1 4737.063
2022 02 19 21 45 00 1 4737.070
2022 02 19 21 30 00 1 4737.082
2022 02 19 21 15 00 1 4737.102
2022 02 19 21 00 00 1 4737.124
2022 02 19 20 45 00 1 4737.151
2022 02 19 20 30 00 1 4737.181
2022 02 19 20 15 00 1 4737.209
2022 02 19 20 00 00 1 4737.241
2022 02 19 19 45 00 1 4737.274
2022 02 19 19 30 00 1 4737.307
2022 02 19 19 15 00 1 4737.344
2022 02 19 19 00 00 1 4737.388
2022 02 19 18 45 00 1 4737.427
2022 02 19 18 30 00 1 4737.466
2022 02 19 18 15 00 1 4737.504
2022 02 19 18 00 00 1 4737.539
2022 02 19 17 45 00 1 4737.570
2022 02 19 17 30 00 1 4737.601
2022 02 19 17 15 00 1 4737.626
2022 02 19 17 00 00 1 4737.651
2022 02 19 16 45 00 1 4737.674
2022 02 19 16 30 00 1 4737.692
2022 02 19 16 15 00 1 4737.704
2022 02 19 16 00 00 1 4737.713
2022 02 19 15 45 00 1 4737.717
2022 02 19 15 30 00 1 4737.716
2022 02 19 15 15 00 1 4737.711
2022 02 19 15 00 00 1 4737.699
2022 02 19 14 45 00 1 4737.687
2022 02 19 14 30 00 1 4737.668
2022 02 19 14 15 00 1 4737.648
2022 02 19 14 00 00 1 4737.624
2022 02 19 13 45 00 1 4737.593
2022 02 19 13 30 00 1 4737.560
2022 02 19 13 15 00 1 4737.521
2022 02 19 13 00 00 1 4737.483
2022 02 19 12 45 00 1 4737.446
2022 02 19 12 30 00 1 4737.408
2022 02 19 12 15 00 1 4737.368
2022 02 19 12 00 00 1 4737.329
2022 02 19 11 45 00 1 4737.291
2022 02 19 11 30 00 1 4737.262
2022 02 19 11 15 00 1 4737.233
2022 02 19 11 00 00 1 4737.207
2022 02 19 10 45 00 1 4737.179
2022 02 19 10 30 00 1 4737.153
2022 02 19 10 15 00 1 4737.135
2022 02 19 10 00 00 1 4737.121
2022 02 19 09 45 00 1 4737.109
2022 02 19 09 30 00 1 4737.102
2022 02 19 09 15 00 1 4737.099
2022 02 19 09 00 00 1 4737.102
2022 02 19 08 45 00 1 4737.110
2022 02 19 08 30 00 1 4737.122
2022 02 19 08 15 00 1 4737.136
2022 02 19 08 00 00 1 4737.152
2022 02 19 07 45 00 1 4737.172
2022 02 19 07 30 00 1 4737.197
2022 02 19 07 15 00 1 4737.226
2022 02 19 07 00 00 1 4737.253
2022 02 19 06 45 00 1 4737.281
2022 02 19 06 30 00 1 4737.307
2022 02 19 06 15 00 1 4737.338
2022 02 19 06 00 00 1 4737.364
2022 02 19 05 45 00 1 4737.389
2022 02 19 05 30 00 1 4737.413
