#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 02 20 06 00 00 1 3995.813
2022 02 20 05 45 00 1 3995.793
2022 02 20 05 30 00 1 3995.778
2022 02 20 05 15 00 1 3995.772
2022 02 20 05 00 00 1 3995.771
2022 02 20 04 45 00 1 3995.776
2022 02 20 04 30 00 1 3995.786
2022 02 20 04 15 00 1 3995.803
2022 02 20 04 00 00 1 3995.828
2022 02 20 03 45 00 1 3995.859
2022 02 20 03 30 00 1 3995.897
2022 02 20 03 15 00 1 3995.938
2022 02 20 03 00 00 1 3995.987
2022 02 20 02 45 00 1 3996.037
2022 02 20 02 30 00 1 3996.090
2022 02 20 02 15 00 1 3996.147
2022 02 20 02 00 00 1 3996.206
2022 02 20 01 45 00 1 3996.264
2022 02 20 01 30 00 1 3996.321
2022 02 20 01 15 00 1 3996.373
2022 02 20 01 00 00 1 3996.424
2022 02 20 00 45 00 1 3996.472
2022 02 20 00 30 00 1 3996.518
2022 02 20 00 15 00 1 3996.556
2022 02 20 00 00 00 1 3996.590
2022 02 19 23 45 00 1 3996.618
2022 02 19 23 30 00 1 3996.639
2022 02 19 23 15 00 1 3996.651
2022 02 19 23 00 00 1 3996.660
2022 02 19 22 45 00 1 3996.660
2022 02 19 22 30 00 1 3996.653
2022 02 19 22 15 00 1 3996.640
2022 02 19 22 00 00 1 3996.622
2022 02 19 21 45 00 1 3996.596
2022 02 19 21 30 00 1 3996.561
2022 02 19 21 15 00 1 3996.521
2022 02 19 21 00 00 1 3996.474
2022 02 19 20 45 00 1 3996.424
2022 02 19 20 30 00 1 3996.368
2022 02 19 20 15 00 1 3996.309
2022 02 19 20 00 00 1 3996.250
2022 02 19 19 45 00 1 3996.189
2022 02 19 19 30 00 1 3996.128
2022 02 19 19 15 00 1 3996.069
2022 02 19 19 00 00 1 3996.011
2022 02 19 18 45 00 1 3995.956
2022 02 19 18 30 00 1 3995.903
2022 02 19 18 15 00 1 3995.854
2022 02 19 18 00 00 1 3995.811
2022 02 19 17 45 00 1 3995.771
2022 02 19 17 30 00 1 3995.738
2022 02 19 17 15 00 1 3995.714
2022 02 19 17 00 00 1 3995.693
